"POLYGON ((77462.84974386067187879 73703.62919538833375555, 75345.6534984474274097 73935.36211777187418193, 75366.72012775501934811 74009.09532034845324233, 74843.56549994976376183 74153.05062061702483334, 74836.54329018056159839 74184.65056457842001691, 74889.20986344954872038 74542.78326280751207378, 74854.098814603567007 74985.18247826700098813, 74861.12102437275461853 75301.18191788092372008, 74882.18765368036110885 75536.42594514905067626, 74959.43196114152669907 75813.80323103237606119, 76511.34032013431715313 75448.64832303408184089, 76967.78395513219584245 75329.27075695770327002, 76985.33947955520125106 74995.71579292080423329, 77564.67178551404504105 74005.58421546386671253, 77462.84974386067187879 73703.62919538833375555))", 0
"POLYGON ((76710.0574704661 73815.6532735337,76672.6584590052 73916.8505987697,76468.0638667588 73949.8497265151,76758.4561914493 74708.8296659343,77007.0496207991 74902.4245490775,77275.4425267594 74869.4254213519,77482.2370608089 74649.4312360898,77482.2370608083 74647.2312942358,77515.2361885882 74636.2315849807,77497.6366537217 74449.2365274568,77464.6375258696 74187.4434469207,77504.2364791459 73945.4498430811,77370.0400260977 73703.4562391941,76710.0574704661 73815.6532735337))",1
"POLYGON ((76149.3828127647 73922.4335140161,76110.5488176897 74065.2871387564,75745.7866496635 74733.7866254053,75974.6298349271 74830.8716130929,76478.084842507 75002.8507341395,76532.175049933 74790.6506896223,76514.144980791 74653.3447784641,76514.144980791 74529.9081512613,76584.8783289634 74276.100254878,76451.7332029918 73934.9158695759,76149.3828127647 73922.4335140161))",2
