"POLYGON ((1940708.34311514 4533663.84610694,1940747.33447535 4533320.53314291,1941132.64129172 4533460.18298218,1941406.61668574 4533503.82508034,1941635.65483491 4533496.78276286,1941652.87053699 4533541.25665988,1941638.52411859 4533849.70465534,1941375.09739263 4533855.38642665,1941355.70090455 4533901.45308582,1940708.34311514 4533663.84610694))",1,Chiaia
"POLYGON ((1940590.06641613 4534529.47104595,1941164.143074 4534595.07980685,1941104.32332142 4534996.45105,1941085.02662704 4535041.7982818,1941077.30794928 4535123.80923293,1940950.91460108 4535110.30154686,1940907.15711788 4535055.54412612,1940810.17467752 4535070.09149217,1940756.83433532 4535070.09149217,1940671.97470001 4535087.06341924,1940557.26203568 4535103.54770382,1940590.06641613 4534529.47104595))",0,Vomero
"POLYGON ((1943772.57373712 4534999.82797152,1943705.84300913 4535099.27769744,1943668.54232131 4535189.66013332,1943513.56020259 4535455.59669261,1943192.24123064 4535287.2157784,1943258.23475525 4535158.09801285,1943288.36223387 4535090.6698464,1943335.70541457 4535010.3299034,1943410.30679022 4534944.33637879,1943446.17283621 4534874.03892866,1943434.69570149 4534855.38858475,1943479.16959851 4534803.74147853,1943632.36369203 4534929.46695365,1943772.57373712 4534999.82797152))",3,Centro
"POLYGON ((1944134.38675678 4535907.25502484,1944101.04200332 4536085.23530155,1944224.33153639 4536204.04157887,1944370.03734821 4536298.18994958,1944527.89278309 4536384.71678552,1944675.66089255 4536419.14818966,1944759.59965477 4536418.13500861,1944860.90730027 4536436.94928563,1944929.50383187 4536066.58606688,1944134.38675678 4535907.25502484))",4,Stazione
"POLYGON ((1944134.38675678 4535907.25502484,1944101.04200332 4536085.23530155,1944224.33153639 4536204.04157887,1944370.03734821 4536298.18994958,1944527.89278309 4536384.71678552,1944675.66089255 4536419.14818966,1944759.59965477 4536418.13500861,1944860.90730027 4536436.94928563,1944929.50383187 4536066.58606688,1944134.38675678 4535907.25502484))",2,Montesanto
